"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"1","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","12.14"
"1","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","131072"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39383296"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","80.95"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","162432"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","53.93"
"2","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","106621312"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","90.71"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","392256"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","60.40"
"3","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","107129472"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","91.34"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","391392"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","59.39"
"4","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","106626304"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","92.96"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","382720"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","62.28"
"5","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39376256"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","79.98"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","164384"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","53.65"
"6","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39468032"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","79.73"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","165280"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","54.56"
"7","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39393408"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","80.35"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","163648"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","54.30"
"8","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","3723264"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","24.32"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","51104"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","131072"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","11.94"
"9","60236","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 32, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","131072"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39490816"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","80.79"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","163200"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","53.51"
"10","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","106737920"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","90.69"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","392704"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","59.55"
"11","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","106748672"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","90.93"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","391680"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","59.30"
"12","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn","1","7","(128, 1, 1)","(86, 2, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","106884992"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","92.71"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","384704"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2818048"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","62.18"
"13","60236","python3.11","127.0.0.1","ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_nn","1","7","(256, 1, 1)","(16, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39421696"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","80.32"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","163808"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","53.48"
"14","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39463936"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","79.53"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","165664"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","54.49"
"15","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","39377280"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","79.95"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","164480"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","2097152"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","53.57"
"16","60236","python3.11","127.0.0.1","ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn","1","7","(128, 1, 1)","(32, 1, 3)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","1048576"
